restaurant_name,restaurant_url,menu_type,name,description,price
Amigos Cantina,https://amigoscantina.net/,Menu,JUICE,,$3
Amigos Cantina,https://amigoscantina.net/,Menu,MILK,,$3
Amigos Cantina,https://amigoscantina.net/,Menu,CHOCOLATE MILK,,$3.50
Amigos Cantina,https://amigoscantina.net/,Menu,COFFEE / TEA,,$3
Amigos Cantina,https://amigoscantina.net/,Menu,NACHOS,baked chips with cheese,$6
Amigos Cantina,https://amigoscantina.net/,Menu,BURRITO,"rolled with rice, beans & cheese,
choice of chicken, pork or beef.
baked with melted cheese on top",$9
Amigos Cantina,https://amigoscantina.net/,Menu,QUESADILLA,"grilled flour tortilla with cheese
add: chicken, pork, beef, or spinach.
side of rice",$9
Amigos Cantina,https://amigoscantina.net/,Menu,TACO,"soft flour or corn tortilla
choice of chicken, pork, or beef
with cheese, lettuce, tomato. side of rice",$6
Amigos Cantina,https://amigoscantina.net/,Menu,CHURROS,"tossed in cinnamon-sugar, served with salted caramel or dark chocolate sauce",$7.5
Amigos Cantina,https://amigoscantina.net/,Menu,KEY LIME PIE,with graham cracker crust & whipped cream,$8.5
Amigos Cantina,https://amigoscantina.net/,Menu,MEXICAN FLAN,vanilla-caramel custard with whipped cream,$7.5
Amigos Cantina,https://amigoscantina.net/,Menu,CREMA CATALANA,chocolate-espresso Crème brûlée with whipped cream,$9
Amigos Cantina,https://amigoscantina.net/,Menu,SUNDAE BOWL,"fried cinnamon-sugar tortilla with vanilla ice cream, chocolate sauce & whipped cream",$6
