restaurant_name,restaurant_url,section,name,description,price
West Avenue Pizzeria,https://www.westavepizza.com/,Lunch Menu,Eggplant  Parmigiana Lunch,Breaded eggplant topped with mozzarella cheese & tomato sauce. Served in a dish with fresh Italian bread.,$10.99
West Avenue Pizzeria,https://www.westavepizza.com/,Beverages,Soda (20oz),We carry Pepsi products. Please mention soda in description.,$2.50
West Avenue Pizzeria,https://www.westavepizza.com/,Beverages,Soda 2liter,We carry pepsi products. Please mention choice in notes.,$3.75
West Avenue Pizzeria,https://www.westavepizza.com/,Beverages,Gatorade,,$2.50
West Avenue Pizzeria,https://www.westavepizza.com/,Beverages,Snapple,,$2.50
West Avenue Pizzeria,https://www.westavepizza.com/,Beverages,Water,,$2.50
West Avenue Pizzeria,https://www.westavepizza.com/,Salads,Italian Garden Catering,,Half (Serves 8-10 people) $30.00 | Full (Serves 16-20 people) $50.00
West Avenue Pizzeria,https://www.westavepizza.com/,Salads,Assorted Cold Antipasto Catering,,Half (Serves 8-10 people) $50.00 | Full (Serves 16-20 people) $80.00
West Avenue Pizzeria,https://www.westavepizza.com/,Pasta,Baked Ziti Catering,,Half (Serves 8-10 People) $45.00 | Full (Serves 16-20 People) $80.00
West Avenue Pizzeria,https://www.westavepizza.com/,Pasta,Manicotti Catering,,Half (Serves 8-10 People) $45.00 | Full (Serves 16-20 People) $80.00
West Avenue Pizzeria,https://www.westavepizza.com/,Pasta,Stuffed Shells Catering,,Half (Serves 8-10 People) $45.00 | Full (Serves 16-20 People) $80.00
West Avenue Pizzeria,https://www.westavepizza.com/,Pasta,Lasagna Catering,,Half (Serves 8-10 People) $55.00 | Full (Serves 16-20 People) $100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Pasta,Penne Ala Vodka Catering,,Half (Serves 8-10 People) $55.00 | Full (Serves 16-20 People) $100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Sausage and Peppers Catering,,Half (Serves 8-10 People) $55.00 | Full (Serves 16-20 People) $100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Eggplant Parm Catering,,Half (Serves 8-10 People) $55.00 | Full (Serves 16-20 People) $100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Eggplant Rollatini Catering,,Half (Serves 8-10 People) $55.00 | Full (Serves 16-20 People) $100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Chicken Parm Catering,,Half (Serves 8-10 People) $55.00 | Full (Serves 16-20 People) $100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Chicken Cacciatore Catering,,Half (Serves 8-10 People) $60.00 | Full (Serves 16-20 People) $110.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Chicken Marsala Catering,,Half (Serves 8-10 People) $60.00 | Full (Serves 16-20 People) $110.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Chicken Francaise Catering,,Half (Serves 8-10 People) $60.00 | Full (Serves 16-20 People) $110.00
West Avenue Pizzeria,https://www.westavepizza.com/,Entrees,Roasted Chicken & Potatoes Catering,,Half (Serves 8-10 People) $60.00 | Full (Serves 16-20 People) $110.00
West Avenue Pizzeria,https://www.westavepizza.com/,Platters,Cold Cuts Catering (18 Tray),,$100.00
West Avenue Pizzeria,https://www.westavepizza.com/,Platters,Sub Platter Catering (Per Sub),,$9.99
West Avenue Pizzeria,https://www.westavepizza.com/,Platters,Stuffed Breads Catering,,$55.00
