restaurant_name,restaurant_url,menu_type,name,description,price
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Green Spot Pot Still,,$11
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Blue Spot Pot Still,,$20
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gold Spot Pot Still,,$25
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Red Spot Pot Still,,$30
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Hibiki Japanese Harmony,,$12
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Yamazaki 12 Year,,$29
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Ali-Tron Martini,Alize Red and Citron Vodka shaken and strained into a chilled martini glass and garnished with a Lemon twist,$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Angel Martini,Vodka and Frangelico stirred and strained into a chilled martini glass,$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bellini martini,Vodka and Peachtree Schnapps shaken and strained into a chilled martini glass and garnished with an Orange twist,$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bellissimo Martini,"Alize Red and Orange Vodka, a splash of Peachtree Schnapps and one squeezed section of Lemon shaken and strained into a chilled martini glass and garnished with an Orange twist",$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Ben Diamond Martini,"Vodka and Alize Red, a splash of Pineapple juice and one squeezed section of Lemon shaken and strained into a chilled martini glass and garnished with a Lemon twist",$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Blood Orange Martini,Stoli Oranj and Campari shaken and strained into a chilled martini glass topped off with Club Soda and garnished with a Lemon twist,$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Blue Martini,Vodka with a dash of Blue Curaçao stirred and strained into a chilled martini glass.,$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Blue Moon Martini,"Vodka, with splashes of Blue Curaçao and Pineapple juice shaken and strained into a chilled martini glass and garnished with an Orange twist",$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Blue Whale Martini,Vodka with splashes of Blue Curaçao and Half and Half shaken and strained into a chilled martini glass,$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cajun Martini,"Absolut Pepper Vodka, vapors of Dry Vermouth stirred and strained into a chilled martini glass and garnished with Olives",$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Chambordtini,"Vodka, Chambord shaken and strained into a chilled martini glass",$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cheesecake Martini,"vodka, Licor 43, a splash of Half and Half and a splash of Cranberry juice shaken and strained into a chilled martini glass",$12-14
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Chill Out Martini,"Vodka, Limoncello shake and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Chris and Bob's Cherry Cosmopolitan,"Black Cherry Rum, premium orange liqueur, and Cranberry juice with freshly squeezed Lemon juice shaken and strained into a chilled martini glass and garnished with a Cherry",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Citron Martini,Citron vodka and vapors of Dry Vermouth stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Coin Martini,Orange Vodka and a splash of premium orange liqueur shaken and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Contemporary Martini,Citron Vodka and premium orange liqueur stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cosmopolitan Martini,"Vodka, a splash of premium orange liqueur, freshly squeezed Lemon juice and a splash of Cranberry juice shaken and strained into a chilled martini glass and garnished with a Lime wedge",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Coyote Martini,"Citron Vodka, Patron Silver Tequila with a splash of Grand Marnier stirred and strained into a chilled martini glass and garnished with a Lemon wedge",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cranberry Chocolate Martini,"Vodka, chocolate liqueur and cranberry juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dan's Funtini,Orange Vodka and a splash of cranberry juice shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dewey Martini,"Vodka, a dash of Bitters and vapors of Dry Vermouth stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Espresso Martini,"Vodka, Espresso and Espresso Liqueur shaken and strained into a chilled martini glass and garnished with three Coffee beans",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Florida Joy Martini,Citron Vodka and Grand Marnier shaken and strained into a chilled martini glass and garnished with a Lemon and Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Fusion Illusion Martini,"a Splash of Vodka, a splash of Midori, a splash of Malibu, a splash of premium orange liqueur and a splash of Pineapple juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Fuzz Buster Martini,"Peachtree Schnapps, Chambord and Vodka with a splash of OJ shaken and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Godmother Martini,"Vodka, Amaretto Disaronno stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gold Digger Martini,"Vodka, a splash of premium orange liqueur and a splash of Pineapple juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Golden Day Martini,Vodka and Galliano stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Grand Squeeze Martini,"Vodka, Alize Red and OJ shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Green Death Martini,"Vodka, Midori Liqueur with three squeezed sections of Lime shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Half and Half Martini,Vodka and Gin with vapors of Dry Vermouth stirred and strained into a chilled martini glass and garnished with a Lemon twist stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Hazelnut Martini,Vodka and Frangelico stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Higgins Martini,Ketel One Vodka and vapors of Dry Vermouth stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Homestead Martini,Vodka with a dash of Dry Vermouth and three muddled Orange slices shaken and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Inverted Martini,Dry Vermouth and Vodka stirred and strained into a chilled martini glass and garnished with a Lemon twist and Olives,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Jackson Martini,"Vodka, a splash of Dubonnet Blonde with a dash of Bitters stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Jasmine Martini,"Vodka, a splash of premium orange liqueur, a splash of Campari and fresh squeezed Lemon juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Kamikaze Martini,"Vodka, premium orange liqueur and three sections of squeezed Lime shaken and strained into a chilled martini glass and garnished with a Lime wedge",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Kelly's Martini,Vodka and Grand Marnier stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lemon Ice Martini,"Vodka, Limoncello and fresh squeezed Lemon juice shaken and strained into a chilled martini glass and garnished with a Lemon wedge",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lemonade Martini,"Vodka, fresh squeezed Lemon juice and a splash of simple syrup shaken and strained into a chilled, sugar-rimmed martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lemontini,"Lemon Vodka, vapors of Dry Vermouth in a premium orange liqueur-lined glass stirred and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lime Lite Martini,Vodka and Midori with a splash of Grapefruit juice shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Mandarin Martini,"Vodka, chocolate liqueur and premium orange liqueur with a splash of OJ shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Maria's Martini,Vodka and Tia Maria stirred and strained into a chilled martini glass and garnished with three Coffee beans,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Midnight Sunrise Martini,"Vodka, Chambord with a splash of OJ shaken and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Mintini,Vodka and White Crème De Menthe stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Monty's Martini,"Vodka, Peachtree Schnapps with a dash of Blue Curaçao and fresh squeezed Lemon juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Mud Martini,"Vodka, Bailey's and Kahlua shaken and strained into a chilled martini glass and garnished with freshly ground Nutmeg",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Naked Martini,Vodka stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Naked Glacier Martini,Vodka and Peppermint Schnapps stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Navel Martini,Vodka and Sweet Vermouth stirred and strained into a chilled martini glass and garnished with Olives and Onions,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Nutty Martini,"Chocolate Liqueur, Vodka and Frangelico stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Nutty Russian Martini,"Vodka, Baileys and Frangelico shaken and strained into a chilled martini glass and garnished with freshly ground Nutmeg",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Orange Crush Martini,"Vodka, with a splash of premium orange liqueur and a splash of OJ shaken and strained into a chilled martini glass and topped off with 7 Up and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Orange Nail Martini,"Scotch, Drambuie with a splash of OJ shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Passionate Martini,Alize Red and Orange Vodka shaken and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Pink Baby Martini,"Lemon Vodka, Strawberry Liqueur with fresh squeezed Lemon juice shaken and strained into a chilled martini glass=",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Pink Diamond Martini,Vodka and Peach Schnapps with a splash of Pineapple juice shaken and strained into a chilled martini glass and garnished with a Cherry,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Pink Lemonade Martini,"Lemon Vodka, freshly squeezed Lemon juice, a splash of Simple Syrup and dash of Grenadine shaken and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Pit bull in the Sky Martini,Vodka with a splash of Grapefruit juice shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Poire William Martini,Vodka and Poire William Liqueur shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Ranch Style Martini,Vodka and Silver Patron Tequila stirred and strained into a chilled martini glass and garnished with Olives,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Raspberry Chocolate Martini,"Chocolate Liqueur, Vodka and Chambord stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Royal Bay Breeze Martini,"Vodka, Chambord with a splash of Pineapple juice and a splash of Cranberry juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Smoke on the Vodka Martini,Vodka stirred and strained into a chilled martini glass with a float of Ardbeg 10 year old Single Malt Scotch,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Sunshine Martini,"Vodka, Grand Marnier with a splash of Grapefruit shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Tomatini,"Vodka, Green Tobasco, Celery Salt, Pepper and a splash of Tomato Juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Topaz Martini,"Vodka, Crème de Cocoa and a splash of Frangelico shaken and strained into a chilled martini glass and garnished with three Espresso beans",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Trifecta Martini,Vodka and Gin stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Vankoff Martini,"Vodka, Licor 43 and Black Coffee stirred and strained into a chilled martini glass and garnished with three Espresso beans",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Vesper Martini,Gin and Vodka with a splash of Lillet shaken and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Walnut Chocolate Martini,"Vodka, Chocolate Liqueur and Nocello stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,White Chocolate Martini,Vodka and Godiva White Chocolate shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Amalfi Martini,Gin and Campari shaken and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bally Good Martini,Gin with a splash of Dry Vermouth and a splash of Grand Marnier shaken and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bombay Grand Martini,"Bombay Gin, Grand Marnier and freshly squeezed Lemon juice shaken and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bombay Stinger Martini,Bombay Gin and White Crème De Menthe shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bronx Martini,Gin with a splash of Dry Vermouth and a splash of Orange juice shaken and stained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Classic Martini,Gin and vapors of Dry Vermouth with a dash of bitters stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Copper Illusion Martini,"Gin, Campari and Grand Marnier stirred and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cornet Martini,"Gin, Port stirred and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cosmopolitan #4 Martini,"Gin, a splash of premium orange liqueur, a splash of Cranberry juice with freshly squeezed Lemon juice shaken and strained into a chilled martini glass and garnished with a Lime wedge",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dry Victoria Martini,"Gin, a splash of Dry Vermouth and two dashes of Bitters stirred and strained into a chilled martini glass and garnished with Olives",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Elegant Martini,"Gin, Dry Vermouth and Grand Marnier stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Elephant's Ear Martini,"Gin, Dry Vermouth and Dubonnet Blonde stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Fog Cutter Martini,"Gin, Rum, a splash of Brandy, a splash of OJ and one squeezed section of Lemon shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Fourth Degree Martini,"Gin, Pernod with a splash of Dry Vermouth and a splash of Sweet Vermouth shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gibson Martini,Gin and vapors of Dry Vermouth stirred and strained into a chilled martini glass and garnished with Onions,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gin Bonnet Martini,"Dubonnet Blonde, Gin stirred and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gin Cassis Martini,Gin and a splash of Crème De Cassis stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Grand Orange Blossom Martini,"Gin, a splash of Grand Marnier, a splash of OJ and a splash of simple syrup shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Grand Slam Martini,"Gin, a splash of Grand Marnier, a splash of OJ and two drops of Grenadine shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Gunga Din Martini,"Gin, two squeezed Orange sections with a dash of Dry Vermouth shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Honolulu Hurricane Martini,"Gin, Pineapple juice with a dash of Dry Vermouth shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Iceberg Martini,Gin and White Crème De Menthe stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Inverted Martini,Dry Vermouth and Gin stirred and strained into a chilled martini glass and garnished with a Lemon twist and Olives,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Italic Martini,Gin and Amaretto Disaronno stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,King's Ransom Martini,Gin and Marie Brizard Apry stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lady Scarlet Martini,"Gin, a splash of premium orange liqueur, a splash of Dry Vermouth, a splash of Rose's Lime Juice and a dash of Bitters shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Medium Martini,"Gin, Dry Vermouth and Sweet Vermouth stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Number 3 Martini,"Gin, with a splash of Dry Vermouth and a splash of Anisette Liqueur",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Princeton Martini,"Gin, a splash of Dry Vermouth, a splash of Rose's Lime Juice and freshly squeezed Lime juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Queen Bee Martini,Carpano Antica Sweet Vermouth and Gin stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Queen Elizabeth Martini,"Gin, vapors of Dry Vermouth and a splash of Benedictine stirred and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Rolls Royce Martini,"Gin, Dry Vermouth and Sweet Vermouth with a dash of Benedictine stirred and strained into a chilled martini glass and garnished with a Cherry",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Sapphire Cocktail Martini,"Gin, Dubonnet Blonde shaken and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Sapphire Negroni,"Bombay Sapphire Gin, Sweet Vermouth and Campari stirred and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Shelly's Passion Martini,"Gin, Alize, a splash of Simple Syrup and a dash of Grenadine with fresh squeezed Lemon juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Sherry Martini,Gin and Dry Sack Sherry shaken and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Spencer Martini,"Gin, a splash of Apry, a splash of OJ and a dash of Bitters shaken and strained into a chilled martini glass and garnished with a Cherry",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Summer Passion Martini,"Gin, Alize Red, fresh squeezed Lemon juice, a splash of Simple Syrup and a dash of Grenadine shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Warden Martini,"Gin, Pernod and a splash of Dry Vermouth shaken and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Belize Breeze Martini,"– Alize Red, Malibu with a splash of Pineapple juice shaken and strained into a chilled martini glass and garnished with a Cherry",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Between the Sheets Martini,"– Premium orange liqueur, Cognac and Mount Gay Rum with freshly squeezed Lemon juice shaken and strained into a chilled sugar-rimmed martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Busser's Beauty Martini,"– Bacardi, Alize Red with a splash of OJ and a dash of Bitters shaken and strained into a chilled martini glass and garnished with an Orange twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Corkscrew Martini,– Bacardi Rum with a splash of Dry Vermouth and a splash of Marie Brizard Peach shaken and strained into a chilled martini glass and garnished with a Lime wedge,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cow Punch Martini,"– Goslings Dark Rum, Dark Crème De Cocoa with a splash of Half and Half shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dirty Banana Martini,"– Dark Rum, Crème De Banana with a splash of Dark Crème De Cocoa and a splash of Half and Half shaken and strained into a chilled martini glass and garnished with freshly ground Nutmeg",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dunlap Martini,"– Myer's Dark Rum, Harvey's Bristol Cream with a dash of Bitters stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Fuzzy Rita Martini,"– Gold Tequila, a splash of premium orange liqueur, a splash of Peachtree Schnapps, and a splash of Lime juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Harbor Martini,"– Bacardi Rum, Midori with a splash of Pineapple juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,King's Fling Martini,"– Gold Rum, a splash of Chambord, a splash of Crème De Banana, a splash of Pineapple juice, a splash of Cranberry juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Monkey Business Martini,"– Malibu, Peachtree Schnapps with a splash of Cranberry juice and a splash of Pineapple juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Mystical Martini,– Tequila and Lillet stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,On the Beach Martini,"– Bacardi Rum, Peachtree Schnapps, a splash of Pineapple juice and a splash of Cranberry juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Rum Martini,– Dark Rum and vapors of Dry Vermouth stirred and strained into a chilled martini glass and garnished with a Lime wedge,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Sexy Mexy Martini,"– Premium Orange Liqueur, Gold Tequila, a dash of Grenadine and a splash of fresh Lime juice shaken and strained and garnished with a Lime",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Aberdeen Martini,Scotch and Grand Marnier with a splash of OJ shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Annie's Martini,"Jameson's, Grand Marnier and Tia Maria stirred and strained into a martini glass with a float of Half and Half",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,B&B Americano Martini,Wild Turkey and a splash of B&B shaken and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,The Bernstein Martini,"Scotch, Sweet Vermouth with a splash of Chambord and a splash of OJ stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Bobby Burns Martini,"Scotch, Sweet Vermouth and a dash of bitters stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Cat's Paw Martini,Scotch with a splash of Marie Brizard Apry stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Celtic Mix Martini,"Scotch, Irish Mist with a dash of Bitters and freshly squeezed Lemon juice shaken and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Comfortable Melon Martini,"Southern Comfort with splashes of Midori, Vodka, Cranberry juice and Pineapple juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dubonnet Martini,Makers Mark and Dubonnet Blonde stirred and strained into a martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Dude Martini,Scotch and Harvey Bristol Cream stirred and strained into a chilled martini glass and garnished with a Cherry,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Flying Scotsman Marini,"Scotch, a splash of Dry Vermouth, a splash of Simple Syrup and two dashes of Bitters stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Godfather Martini,"Scotch, Amaretto Disaronno stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Hudson's Sting Martini,"Jameson's, Irish Mist and Peppermint Schnapps shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Irish Sleeper Martini,"Jameson's, Irish Mist and Grand Marnier stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Iron Lady Martini,"Scotch, Dry Vermouth and Sweet Vermouth stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Jameson's Club Martini,Jameson's and Southern Comfort with a dash of Bitters stirred and strained into a chilled martini glass,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Jameson's Tropicana Martini,"Jameson's, Irish Mist, and freshly squeezed Lemon juice with a splash of Pineapple juice shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Kentucky Martini,Bourbon and Amaretto Disaronno stirred and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Lizzitish Martini,Makers Mark and Dry Sack Sherry stirred and strained into a chilled martini glass and garnished with a Cherry,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Manhattan Martini,"Canadian Club, a splash of Sweet Vermouth and a splash of Chambord stirred and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Mon-Alize Martini,"Alize Red, Southern Comfort with a splash of Pineapple juice and a splash of Orange juice shaken and strained into a chilled martini glass and garnished with a Cherry",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Perfect Rob Roy Martini,"Scotch, a splash of Dry Vermouth and a splash of Sweet Vermouth stirred and strained into a chilled martini glass and garnished with a Lemon twist",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Slow Comfortable Martini,"Southern Comfort, Sloe Gin and a splash of OJ shaken and strained into a chilled martini glass and garnished with an Orange slice",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Southern Apple Martini,Southern Comfort and Apple Schnapps shaken and strained into a chilled martini glass and topped with Club Soda,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Southern Fuzz Martini,"Southern Comfort, Peachtree Schnapps with a splash of Half and Half shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Southern Kiss Martini,Southern Comfort and Amaretto Disaronno shaken and strained into a chilled martini glass and garnished with an Orange twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Wayne's Pain Martini,Jameson's and a splash of Dry Sack Sherry stirred and strained into a chilled martini glass and garnished with a Lemon twist,
9 Maple Ave.,https://www.9mapleave.com/,Drink List,ABC Martini,"Amaretto, Bailey's and premium orange liqueur shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Almond Joy Martini,"Kahlua, Vodka and Amaretto with a splash of Half and Half shaken and strained into a chilled martini glass",
9 Maple Ave.,https://www.9mapleave.com/,Drink List,Benedictine Martini,"B&B, a splash of Simple Syrup, freshly squeezed Lemon juice and a dash of Bitters shaken and strained into a chilled martini glass",
