restaurant_name,restaurant_url,section,name,description,price
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BAZOOKA JOE,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BLOW JOB/MUFF DIVER,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BLUE FREEZEE,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BROKEN DOWN GOLF CART,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BURT REYNOLDS,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BUTTERY NIPPLE,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,FALLING STAR,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,KRISPY KRUNCH,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,MELON BALL,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,ORGASM,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,POLAR BEAR,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,PORNSTAR,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,PRAIRIE FIRE,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SWEDISH BERRY,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,DROP SHOTS,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,DR. PEPPER,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,IRISH CARBOMB,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JAGERBOMB,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SKITTLES,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,FLORIDA TRACKSUIT,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,TEQUILA BOMB,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,LAS VEGAS,,$10.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BAR RAIL,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SMIRNOFF VODKA,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,CROWN ROYAL,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,CAPTAIN MORGAN RUM,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,GORDON GIN,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BELL'S SCOTCH,,$6.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,PREMIUM TOP SHELF,,$14.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,REMY MARTIN,,$14.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,DON JULIO BLANCO,,$14.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,DON JULIO REPOSADO,,$14.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,DON JULIO 1942,,$25.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,PREMIUM SHOTS,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BACARDI WHITE,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BAILEYS,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,CAPTAIN MORGAN SPICED,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,CROWN ROYAL APPLE,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,CROWN PEACH,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,FIREBALL,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JACK DANIEL'S,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JACK DANIEL'S HONEY,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JAMESON,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JOSE CUERVO GOLD,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JOSE CUERVO SILVER,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JIM BEAM (BOURBON),,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,KAHLÚA,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,TITOS,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,MALIBU,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,WISER'S,,$7.50
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,PREMIUM SHOOTERS,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,B52,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SLIPPERY NIPPLE,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BANANA JACK,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,LIQUID COCAINE,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SNAKE BITE,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SAMBUCA WHITE,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,BANANA JAGER,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,SICILIAN KISS,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,ROCKY MOUNTAIN BEAR CLAW,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JAGERMEISTER,,$7.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,TOP SHELF,,$11.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,CIROC,,$11.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,GREY GOOSE,,$11.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,GLENFIDDICH,,$11.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,JOHNNY WALKER BLACK,,$11.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Shooters & Shots,GLENLIVET,,$11.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Specialty Coffee,IRISH COFFEE,1/2 oz. Jameson Irish Whiskey | 1/2 oz. Bailey's Irish Cream,$9.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Specialty Coffee,MONTE CRISTO,1/2 oz. Kahlúa | 1/2 oz. Grand Marnier,$9.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Specialty Coffee,BAILEY'S COFFEE,1 oz. Bailey's Irish Cream,$9.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Specialty Coffee,B-52 COFFEE,1/3 oz. Kahlúa | 1/3 oz. Bailey's | 1/3 oz. Grand Marnier,$9.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Specialty Coffee,SPANISH COFFEE,1/2 oz. Kahlúa | 1/2 oz. Brandy,$9.00
King's Tavern,https://kingstavern.ca/,Bar Menu - Specialty Coffee,BLUEBERRY TEA,1/2 oz. Grand Marnier | 1/2 oz. Amaretto,$9.00
